id,productvar,Variant,parent_prod_id,stock,sales,QtySoled,Artist_Name
145348,Paw Pattern - Variant ( S ), ( S ),145337,17,23361,39,The Souled Store 
145349,Paw Pattern - Variant ( M ), ( M ),145337,58,16173,27,The Souled Store 
145350,Paw Pattern - Variant ( L ), ( L ),145337,27,15574,26,The Souled Store 
126953,Party Animal - Variant ( XXL ), ( XXL ),126920,25,5391,9,The Souled Store 
126948,Party Animal - Variant ( XS ), ( XS ),126920,9,1198,2,The Souled Store 
126952,Party Animal - Variant ( XL ), ( XL ),126920,46,5391,9,The Souled Store 
126949,Party Animal - Variant ( S ), ( S ),126920,25,1198,2,The Souled Store 
126950,Party Animal - Variant ( M ), ( M ),126920,28,3594,6,The Souled Store 
126951,Party Animal - Variant ( L ), ( L ),126920,35,2995,5,The Souled Store 
136139,Normal People Scare Me - Variant ( XXL ), ( XXL ),136129,26,5391,9,The Souled Store 
136134,Normal People Scare Me - Variant ( XS ), ( XS ),136129,33,5391,9,The Souled Store 
136138,Normal People Scare Me - Variant ( XL ), ( XL ),136129,59,7787,13,The Souled Store 
136135,Normal People Scare Me - Variant ( S ), ( S ),136129,75,5391,9,The Souled Store 
136136,Normal People Scare Me - Variant ( M ), ( M ),136129,64,4792,8,The Souled Store 
136137,Normal People Scare Me - Variant ( L ), ( L ),136129,52,5990,10,The Souled Store 
134066,Need More Space - Variant ( XXL ), ( XXL ),134060,4,7188,12,The Souled Store 
134061,Need More Space - Variant ( XS ), ( XS ),134060,24,5391,9,The Souled Store 
134065,Need More Space - Variant ( XL ), ( XL ),134060,38,5391,9,The Souled Store 
134062,Need More Space - Variant ( S ), ( S ),134060,2,3594,6,The Souled Store 
134063,Need More Space - Variant ( M ), ( M ),134060,17,2995,5,The Souled Store 
134064,Need More Space - Variant ( L ), ( L ),134060,15,2396,4,The Souled Store 
126942,Namaste B*tches - Variant ( XS ), ( XS ),126926,64,2396,4,The Souled Store 
126946,Namaste B*tches - Variant ( XL ), ( XL ),126926,35,2396,4,The Souled Store 
126943,Namaste B*tches - Variant ( S ), ( S ),126926,29,4792,8,The Souled Store 
126944,Namaste B*tches - Variant ( M ), ( M ),126926,37,5990,10,The Souled Store 
126945,Namaste B*tches - Variant ( L ), ( L ),126926,20,2995,5,The Souled Store 
140538,Mustard Mania - Variant ( XXL ), ( XXL ),140478,0,6589,11,The Souled Store 
140508,Mustard Mania - Variant ( XS ), ( XS ),140478,0,2396,4,The Souled Store 
140512,Mustard Mania - Variant ( XL ), ( XL ),140478,0,1198,2,The Souled Store 
140509,Mustard Mania - Variant ( S ), ( S ),140478,0,3594,6,The Souled Store 
140510,Mustard Mania - Variant ( M ), ( M ),140478,0,50316,84,The Souled Store 
140511,Mustard Mania - Variant ( L ), ( L ),140478,0,14376,24,The Souled Store 
133574,Minimalist B*tch - Variant ( XXL ), ( XXL ),133561,4,1797,3,The Souled Store 
133569,Minimalist B*tch - Variant ( XS ), ( XS ),133561,16,4193,7,The Souled Store 
133573,Minimalist B*tch - Variant ( XL ), ( XL ),133561,30,2396,4,The Souled Store 
133570,Minimalist B*tch - Variant ( S ), ( S ),133561,17,4193,7,The Souled Store 
133571,Minimalist B*tch - Variant ( M ), ( M ),133561,19,2995,5,The Souled Store 
133572,Minimalist B*tch - Variant ( L ), ( L ),133561,12,1797,3,The Souled Store 
140501,Marvel: Logo - Variant ( XXL ), ( XXL ),140476,0,12582,18,Marvel™ 
140496,Marvel: Logo - Variant ( XS ), ( XS ),140476,1,11883,17,Marvel™ 
140500,Marvel: Logo - Variant ( XL ), ( XL ),140476,3,11184,16,Marvel™ 
140497,Marvel: Logo - Variant ( S ), ( S ),140476,0,9786,14,Marvel™ 
140498,Marvel: Logo - Variant ( M ), ( M ),140476,0,13980,20,Marvel™ 
140499,Marvel: Logo - Variant ( L ), ( L ),140476,0,16776,24,Marvel™ 
119728,Marijuana Leaf - Variant ( XXL ), ( XXL ),119685,35,1797,3,The Souled Store 
119723,Marijuana Leaf - Variant ( XS ), ( XS ),119685,109,8985,15,The Souled Store 
119727,Marijuana Leaf - Variant ( XL ), ( XL ),119685,64,22163,37,The Souled Store 
119724,Marijuana Leaf - Variant ( S ), ( S ),119685,117,20965,35,The Souled Store 
119725,Marijuana Leaf - Variant ( M ), ( M ),119685,147,20366,34,The Souled Store 
119726,Marijuana Leaf - Variant ( L ), ( L ),119685,125,26356,44,The Souled Store 
119434,Looney Tunes: Bugs - Variant ( XXL ), ( XXL ),119409,-1,21564,36,Looney Tunes™ 
119429,Looney Tunes: Bugs - Variant ( XS ), ( XS ),119409,100,52712,88,Looney Tunes™ 
119433,Looney Tunes: Bugs - Variant ( XL ), ( XL ),119409,0,38935,65,Looney Tunes™ 
119430,Looney Tunes: Bugs - Variant ( S ), ( S ),119409,350,73078,122,Looney Tunes™ 
119431,Looney Tunes: Bugs - Variant ( M ), ( M ),119409,223,91647,153,Looney Tunes™ 
119432,Looney Tunes: Bugs - Variant ( L ), ( L ),119409,0,60499,101,Looney Tunes™ 
126419,Lazy AF - Variant ( XS ), ( XS ),126417,55,1797,3,The Souled Store 
126423,Lazy AF - Variant ( XL ), ( XL ),126417,66,1797,3,The Souled Store 
126420,Lazy AF - Variant ( S ), ( S ),126417,63,2396,4,The Souled Store 
126422,Lazy AF - Variant ( L ), ( L ),126417,61,1198,2,The Souled Store 
126941,Kill'em With Kindness - Variant ( XXL ), ( XXL ),126928,30,17371,29,The Souled Store 
126936,Kill'em With Kindness - Variant ( XS ), ( XS ),126928,67,1797,3,The Souled Store 
126940,Kill'em With Kindness - Variant ( XL ), ( XL ),126928,48,15574,26,The Souled Store 
126937,Kill'em With Kindness - Variant ( S ), ( S ),126928,118,11381,19,The Souled Store 
126938,Kill'em With Kindness - Variant ( M ), ( M ),126928,116,14975,25,The Souled Store 
126939,Kill'em With Kindness - Variant ( L ), ( L ),126928,69,10183,17,The Souled Store 
119708,Harry Potter: Pattern - Variant ( XXL ), ( XXL ),119683,23,37746,54,Harry Potter™ 
119703,Harry Potter: Pattern - Variant ( XS ), ( XS ),119683,0,699,1,Harry Potter™ 
119707,Harry Potter: Pattern - Variant ( XL ), ( XL ),119683,36,25164,36,Harry Potter™ 
119704,Harry Potter: Pattern - Variant ( S ), ( S ),119683,53,90870,130,Harry Potter™ 
119705,Harry Potter: Pattern - Variant ( M ), ( M ),119683,105,76191,109,Harry Potter™ 
119706,Harry Potter: Pattern - Variant ( L ), ( L ),119683,19,41241,59,Harry Potter™ 
119446,Harry Potter: Mischief Managed - Variant ( XXL ), ( XXL ),119411,41,16173,27,Harry Potter™ 
119441,Harry Potter: Mischief Managed - Variant ( XS ), ( XS ),119411,49,10782,18,Harry Potter™ 
119445,Harry Potter: Mischief Managed - Variant ( XL ), ( XL ),119411,26,13178,22,Harry Potter™ 
119442,Harry Potter: Mischief Managed - Variant ( S ), ( S ),119411,71,23361,39,Harry Potter™ 
119443,Harry Potter: Mischief Managed - Variant ( M ), ( M ),119411,62,33544,56,Harry Potter™ 
119444,Harry Potter: Mischief Managed - Variant ( L ), ( L ),119411,99,15574,26,Harry Potter™ 
143549,Grey Camo Print - Variant ( XXL ), ( XXL ),143543,1,62895,105,The Souled Store 
143544,Grey Camo Print - Variant ( XS ), ( XS ),143543,0,12579,21,The Souled Store 
143548,Grey Camo Print - Variant ( XL ), ( XL ),143543,0,58103,97,The Souled Store 
143545,Grey Camo Print - Variant ( S ), ( S ),143543,0,33544,56,The Souled Store 
143546,Grey Camo Print - Variant ( M ), ( M ),143543,0,58702,98,The Souled Store 
143547,Grey Camo Print - Variant ( L ), ( L ),143543,0,32945,55,The Souled Store 
119734,Good Vibes Only - Variant ( XXL ), ( XXL ),119686,-1,599,1,The Souled Store 
119729,Good Vibes Only - Variant ( XS ), ( XS ),119686,0,19168,32,The Souled Store 
119733,Good Vibes Only - Variant ( XL ), ( XL ),119686,0,1198,2,The Souled Store 
119730,Good Vibes Only - Variant ( S ), ( S ),119686,-1,27554,46,The Souled Store 
119731,Good Vibes Only - Variant ( M ), ( M ),119686,45,71281,119,The Souled Store 
119732,Good Vibes Only - Variant ( L ), ( L ),119686,0,31148,52,The Souled Store 
135613,GFG: Too Tough To Tackle (Bleached Melange) - Variant ( XS ), ( XS ),135562,0,2396,4,Gujarat Fortune Giants 
135617,GFG: Too Tough To Tackle (Bleached Melange) - Variant ( XL ), ( XL ),135562,0,2995,5,Gujarat Fortune Giants 
135614,GFG: Too Tough To Tackle (Bleached Melange) - Variant ( S ), ( S ),135562,1,8386,14,Gujarat Fortune Giants 
135615,GFG: Too Tough To Tackle (Bleached Melange) - Variant ( M ), ( M ),135562,14,14376,24,Gujarat Fortune Giants 
135616,GFG: Too Tough To Tackle (Bleached Melange) - Variant ( L ), ( L ),135562,6,8985,15,Gujarat Fortune Giants 
135607,GFG: Too Tough To Tackle (Black) - Variant ( XS ), ( XS ),135561,3,1198,2,Gujarat Fortune Giants 
135611,GFG: Too Tough To Tackle (Black) - Variant ( XL ), ( XL ),135561,0,1198,2,Gujarat Fortune Giants 
135609,GFG: Too Tough To Tackle (Black) - Variant ( M ), ( M ),135561,0,1797,3,Gujarat Fortune Giants 
135601,GFG: Love Crossing The Line (Bottle Green) - Variant ( XS ), ( XS ),135558,-1,1797,3,Gujarat Fortune Giants 
135604,GFG: Love Crossing The Line (Bottle Green) - Variant ( L ), ( L ),135558,0,599,1,Gujarat Fortune Giants 
135600,GFG: Love Crossing The Line (Black) - Variant ( XXL ), ( XXL ),135559,0,1797,3,Gujarat Fortune Giants 
135597,GFG: Love Crossing The Line (Black) - Variant ( M ), ( M ),135559,0,599,1,Gujarat Fortune Giants 
135598,GFG: Love Crossing The Line (Black) - Variant ( L ), ( L ),135559,0,599,1,Gujarat Fortune Giants 
135563,GFG: Giant Hearted - Variant ( XS ), ( XS ),135560,4,4792,8,Gujarat Fortune Giants 
135567,GFG: Giant Hearted - Variant ( XL ), ( XL ),135560,0,599,1,Gujarat Fortune Giants 
135564,GFG: Giant Hearted - Variant ( S ), ( S ),135560,0,2396,4,Gujarat Fortune Giants 
135565,GFG: Giant Hearted - Variant ( M ), ( M ),135560,13,7188,12,Gujarat Fortune Giants 
119746,Fight Like A Girl - Variant ( XXL ), ( XXL ),119688,0,11381,19,The Souled Store 
119741,Fight Like A Girl - Variant ( XS ), ( XS ),119688,22,6589,11,The Souled Store 
119745,Fight Like A Girl - Variant ( XL ), ( XL ),119688,9,19767,33,The Souled Store 
119742,Fight Like A Girl - Variant ( S ), ( S ),119688,14,14975,25,The Souled Store 
119743,Fight Like A Girl - Variant ( M ), ( M ),119688,6,20366,34,The Souled Store 
119744,Fight Like A Girl - Variant ( L ), ( L ),119688,18,9584,16,The Souled Store 
148698,F.R.I.E.N.D.S: The One With Everyone - Variant ( XS ), ( XS ),148697,22,599,1,F.R.I.E.N.D.S™ 
148699,F.R.I.E.N.D.S: The One With Everyone - Variant ( S ), ( S ),148697,43,599,1,F.R.I.E.N.D.S™ 
148700,F.R.I.E.N.D.S: The One With Everyone - Variant ( M ), ( M ),148697,66,599,1,F.R.I.E.N.D.S™ 
119740,F.R.I.E.N.D.S: Logo - Variant ( XXL ), ( XXL ),119687,116,25757,43,F.R.I.E.N.D.S™ 
